INFO 2024-12-09 11:07:07,975 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-09 11:07:08,261 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\re\_casefix.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,261 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\weakref.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,261 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\urls\static.py first seen with mtime 1726014227.7490256
DEBUG 2024-12-09 11:07:08,261 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,262 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\tasks.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,262 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\forms\fields.py first seen with mtime 1726014231.7432222
DEBUG 2024-12-09 11:07:08,262 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1726014226.5798507
DEBUG 2024-12-09 11:07:08,262 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1726014231.6973166
DEBUG 2024-12-09 11:07:08,263 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\secrets.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,263 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1726014229.2431545
DEBUG 2024-12-09 11:07:08,263 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1726014227.773602
DEBUG 2024-12-09 11:07:08,263 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1726014231.8555064
DEBUG 2024-12-09 11:07:08,264 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\actions.py first seen with mtime 1726014227.7531626
DEBUG 2024-12-09 11:07:08,264 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1726014231.8715057
DEBUG 2024-12-09 11:07:08,264 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\query.py first seen with mtime 1726014231.7342827
DEBUG 2024-12-09 11:07:08,264 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\copyreg.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,265 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\apps\__init__.py first seen with mtime 1726014227.3061302
DEBUG 2024-12-09 11:07:08,265 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1726014226.5868895
DEBUG 2024-12-09 11:07:08,265 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,265 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1726014231.4546874
DEBUG 2024-12-09 11:07:08,266 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,266 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\context.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,267 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\engine.py first seen with mtime 1726014231.8555064
DEBUG 2024-12-09 11:07:08,267 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1726014231.7432222
DEBUG 2024-12-09 11:07:08,267 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\hashable.py first seen with mtime 1726014231.9200613
DEBUG 2024-12-09 11:07:08,268 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,268 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1726014228.5868871
DEBUG 2024-12-09 11:07:08,268 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1726014231.5569644
DEBUG 2024-12-09 11:07:08,268 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,270 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\log.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,270 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1726014231.4363635
DEBUG 2024-12-09 11:07:08,270 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\logging\handlers.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,271 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,271 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_hashlib.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,271 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\pprint.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,271 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1726014231.9120615
DEBUG 2024-12-09 11:07:08,271 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\options.py first seen with mtime 1726014231.6948402
DEBUG 2024-12-09 11:07:08,272 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\timeouts.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,272 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\cafe\settings.py first seen with mtime 1733710026.3444848
DEBUG 2024-12-09 11:07:08,273 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1726014228.9612412
DEBUG 2024-12-09 11:07:08,273 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1726014231.46018
DEBUG 2024-12-09 11:07:08,273 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1726014231.7182758
DEBUG 2024-12-09 11:07:08,275 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1726014227.7571726
DEBUG 2024-12-09 11:07:08,275 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1726014228.968249
DEBUG 2024-12-09 11:07:08,275 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\views.py first seen with mtime 1733709797.533287
DEBUG 2024-12-09 11:07:08,275 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\html.py first seen with mtime 1726014231.9200613
DEBUG 2024-12-09 11:07:08,276 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1726014228.968249
DEBUG 2024-12-09 11:07:08,276 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1726014231.5569644
DEBUG 2024-12-09 11:07:08,276 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\response.py first seen with mtime 1726014231.8635058
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\html\entities.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_8.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1726014227.7531626
DEBUG 2024-12-09 11:07:08,277 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1726014226.5768065
DEBUG 2024-12-09 11:07:08,278 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,278 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\exceptions.py first seen with mtime 1726014231.8635058
DEBUG 2024-12-09 11:07:08,278 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\manage.py first seen with mtime 1731896522.4250453
DEBUG 2024-12-09 11:07:08,278 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\asgiref\sync.py first seen with mtime 1726014227.0761929
DEBUG 2024-12-09 11:07:08,279 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1726014231.5729687
DEBUG 2024-12-09 11:07:08,279 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1726014231.5569644
DEBUG 2024-12-09 11:07:08,279 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\apps.py first seen with mtime 1726014228.9521837
DEBUG 2024-12-09 11:07:08,279 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\models.py first seen with mtime 1726014228.9612412
DEBUG 2024-12-09 11:07:08,280 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1726014231.8715057
DEBUG 2024-12-09 11:07:08,280 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\utils.py first seen with mtime 1726014231.8635058
DEBUG 2024-12-09 11:07:08,280 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1726014228.5841196
DEBUG 2024-12-09 11:07:08,280 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,280 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_overlapped.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,281 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1726014228.968249
DEBUG 2024-12-09 11:07:08,281 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,281 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1726014231.928061
DEBUG 2024-12-09 11:07:08,281 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1726014231.5649717
DEBUG 2024-12-09 11:07:08,282 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1726014231.9360611
DEBUG 2024-12-09 11:07:08,282 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\validators.py first seen with mtime 1726014231.4283636
DEBUG 2024-12-09 11:07:08,282 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\wsgiref\simple_server.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,282 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_socket.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,283 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1726014229.2361467
DEBUG 2024-12-09 11:07:08,283 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1726014230.4460313
DEBUG 2024-12-09 11:07:08,283 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\http\cookie.py first seen with mtime 1726014231.839506
DEBUG 2024-12-09 11:07:08,284 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\cafe\__init__.py first seen with mtime 1731896522.5091374
DEBUG 2024-12-09 11:07:08,284 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\sslproto.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,284 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\http\request.py first seen with mtime 1726014231.839506
DEBUG 2024-12-09 11:07:08,285 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1726014231.4591556
DEBUG 2024-12-09 11:07:08,285 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\urls\converters.py first seen with mtime 1726014231.896016
DEBUG 2024-12-09 11:07:08,285 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1726014226.585892
DEBUG 2024-12-09 11:07:08,285 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\inspect.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,287 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,287 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1726014226.5920362
DEBUG 2024-12-09 11:07:08,287 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\encodings\cp1251.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,288 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,288 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\mime\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,288 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\wsgiref\handlers.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,288 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1726014227.3715453
DEBUG 2024-12-09 11:07:08,289 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\urls.py first seen with mtime 1732504626.3844047
DEBUG 2024-12-09 11:07:08,289 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1726014231.9520607
DEBUG 2024-12-09 11:07:08,290 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,290 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,291 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,292 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,293 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1726014231.9360611
DEBUG 2024-12-09 11:07:08,293 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\__init__.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,295 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\bz2.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,295 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\loader.py first seen with mtime 1726014231.8635058
DEBUG 2024-12-09 11:07:08,296 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_asyncio.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,296 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1726014231.4443622
DEBUG 2024-12-09 11:07:08,296 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1726014230.9770372
DEBUG 2024-12-09 11:07:08,297 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_wmi.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:07:08,297 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\format_helpers.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,297 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1726014231.944062
DEBUG 2024-12-09 11:07:08,297 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1726014231.7342827
DEBUG 2024-12-09 11:07:08,298 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\pathlib.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:08,298 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1726014231.7262824
DEBUG 2024-12-09 11:07:08,298 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1726014227.7571726
DEBUG 2024-12-09 11:07:08,298 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\dis.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,298 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1726014226.5848966
DEBUG 2024-12-09 11:07:08,299 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,299 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\checks.py first seen with mtime 1726014227.7571726
DEBUG 2024-12-09 11:07:08,299 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\move.py first seen with mtime 1726014231.4579852
DEBUG 2024-12-09 11:07:08,299 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\text.py first seen with mtime 1726014231.9360611
DEBUG 2024-12-09 11:07:08,300 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:08,300 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\storage\mixins.py first seen with mtime 1726014231.4708817
DEBUG 2024-12-09 11:07:08,300 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\typing.py first seen with mtime 1722945752.0
